source_date,lines,units,orders
2011-10-04,1,192,1
2011-10-04,1,600,1
2011-10-04,2,2,1
2011-10-04,2,4,1
2011-10-04,2,12,1
2011-10-04,2,20,1
2011-10-04,2,768,1
2011-10-04,3,110,1
2011-10-04,3,408,1
2011-10-04,3,2584,1
2011-10-04,4,72,1
2011-10-04,5,34,1
2011-10-04,5,202,1
2011-10-04,6,292,1
2011-10-04,7,90,1
2011-10-04,8,36,1
2011-10-04,8,472,1
2011-10-04,9,64,1
2011-10-04,9,80,1
2011-10-04,11,142,1
2011-10-04,12,63,1
2011-10-04,13,55,1
2011-10-04,14,242,1
2011-10-04,14,426,1
2011-10-04,14,662,1
2011-10-04,14,874,1
2011-10-04,15,116,1
2011-10-04,15,174,1
2011-10-04,15,179,1
2011-10-04,15,208,1
2011-10-04,15,214,1
2011-10-04,16,116,1
2011-10-04,18,130,1
2011-10-04,18,374,1
2011-10-04,19,193,1
2011-10-04,20,294,1
2011-10-04,21,55,1
2011-10-04,23,168,1
2011-10-04,24,127,1
2011-10-04,24,276,1
2011-10-04,24,322,1
2011-10-04,25,372,1
2011-10-04,30,61,1
2011-10-04,30,275,1
2011-10-04,32,95,1
2011-10-04,33,307,1
2011-10-04,35,157,1
2011-10-04,35,399,1
2011-10-04,36,327,1
2011-10-04,36,750,1
2011-10-04,37,440,1
2011-10-04,38,511,1
2011-10-04,43,526,1
2011-10-04,45,257,1
2011-10-04,46,459,1
2011-10-04,47,218,1
2011-10-04,47,489,1
2011-10-04,47,548,1
2011-10-04,52,64,1
2011-10-04,52,456,1
2011-10-04,56,535,1
2011-10-04,61,334,1
2011-10-04,65,146,1
2011-10-04,70,1893,1
2011-10-04,74,474,1
2011-10-04,83,187,1
2011-10-04,83,240,1
2011-10-04,88,1064,1
2011-10-04,93,248,1
2011-10-04,96,310,1
2011-10-04,125,559,1
2011-10-04,140,216,1
2011-10-04,216,364,1
2011-10-04,291,523,1
2011-10-05,1,1,2
2011-10-05,1,2,1
2011-10-05,1,4,2
2011-10-05,1,12,1
2011-10-05,1,22,1
2011-10-05,1,24,2
2011-10-05,1,216,1
2011-10-05,1,240,1
2011-10-05,2,25,1
2011-10-05,2,120,1
2011-10-05,2,132,1
2011-10-05,3,3,1
2011-10-05,3,38,1
2011-10-05,3,52,1
2011-10-05,3,210,1
2011-10-05,4,5,1
2011-10-05,4,32,1
2011-10-05,4,324,1
2011-10-05,5,44,1
2011-10-05,5,150,1
2011-10-05,6,35,1
2011-10-05,6,40,1
2011-10-05,6,62,1
2011-10-05,6,74,1
2011-10-05,7,30,1
2011-10-05,7,87,1
2011-10-05,8,63,1
2011-10-05,8,93,1
2011-10-05,9,45,1
2011-10-05,10,72,1
2011-10-05,10,160,1
2011-10-05,10,546,1
2011-10-05,10,5000,1
2011-10-05,11,170,1
2011-10-05,12,356,1
2011-10-05,13,13,1
2011-10-05,13,152,1
2011-10-05,13,2788,1
2011-10-05,15,104,1
2011-10-05,15,107,1
2011-10-05,16,22,1
2011-10-05,16,119,1
2011-10-05,16,170,1
2011-10-05,16,251,1
2011-10-05,17,160,1
2011-10-05,18,254,1
2011-10-05,18,366,1
2011-10-05,18,444,1
2011-10-05,19,165,1
2011-10-05,19,175,1
2011-10-05,19,218,1
2011-10-05,19,237,1
2011-10-05,19,257,1
2011-10-05,20,533,1
2011-10-05,21,246,1
2011-10-05,22,203,1
2011-10-05,22,286,1
2011-10-05,23,200,1
2011-10-05,23,217,1
2011-10-05,23,263,1
2011-10-05,24,245,1
2011-10-05,25,186,1
2011-10-05,25,475,1
2011-10-05,25,7020,1
2011-10-05,26,287,1
2011-10-05,26,290,1
2011-10-05,26,540,1
2011-10-05,27,962,1
2011-10-05,28,128,1
2011-10-05,28,626,1
2011-10-05,29,324,1
2011-10-05,29,395,1
2011-10-05,29,493,1
2011-10-05,31,327,1
2011-10-05,33,291,1
2011-10-05,33,2085,1
2011-10-05,34,253,1
2011-10-05,34,307,1
2011-10-05,35,188,1
2011-10-05,37,105,1
2011-10-05,39,186,1
2011-10-05,45,938,1
2011-10-05,47,782,1
2011-10-05,62,725,1
2011-10-05,64,229,1
2011-10-05,68,208,1
2011-10-05,81,6895,1
2011-10-05,88,885,1
2011-10-05,100,1650,1
2011-10-05,113,1019,1
2011-10-05,115,204,1
2011-10-05,128,217,1
2011-10-05,216,354,1
2011-10-06,1,1,2
2011-10-06,1,2,2
2011-10-06,1,4,3
2011-10-06,1,20,1
2011-10-06,1,800,1
2011-10-06,2,12,1
2011-10-06,2,20,1
2011-10-06,2,242,1
2011-10-06,3,34,1
2011-10-06,3,158,1
2011-10-06,4,21,1
2011-10-06,4,230,1
2011-10-06,4,536,1
2011-10-06,5,13,1
2011-10-06,5,28,1
2011-10-06,5,45,1
2011-10-06,5,432,1
2011-10-06,5,744,1
2011-10-06,6,34,1
2011-10-06,6,38,1
2011-10-06,6,50,1
2011-10-06,6,88,1
2011-10-06,6,216,1
2011-10-06,6,332,1
2011-10-06,6,344,1
2011-10-06,6,1300,1
2011-10-06,7,26,1
2011-10-06,7,66,1
2011-10-06,7,73,1
2011-10-06,7,190,1
2011-10-06,7,454,1
2011-10-06,8,24,1
2011-10-06,8,29,1
2011-10-06,8,91,1
2011-10-06,8,94,1
2011-10-06,8,204,1
2011-10-06,8,212,1
2011-10-06,8,276,1
2011-10-06,9,160,1
2011-10-06,9,182,1
2011-10-06,10,61,1
2011-10-06,10,220,1
2011-10-06,11,57,1
2011-10-06,11,72,1
2011-10-06,11,112,1
2011-10-06,11,148,1
2011-10-06,11,170,1
2011-10-06,11,187,1
2011-10-06,12,74,1
2011-10-06,12,84,1
2011-10-06,12,244,1
2011-10-06,13,142,1
2011-10-06,14,110,1
2011-10-06,14,136,2
2011-10-06,15,15,1
2011-10-06,15,1600,1
2011-10-06,16,125,1
2011-10-06,16,175,1
2011-10-06,16,194,1
2011-10-06,16,278,1
2011-10-06,16,388,1
2011-10-06,17,91,1
2011-10-06,17,97,1
2011-10-06,17,176,1
2011-10-06,18,40,1
2011-10-06,18,98,1
2011-10-06,18,259,1
2011-10-06,19,124,1
2011-10-06,19,151,1
2011-10-06,20,177,1
2011-10-06,20,222,1
2011-10-06,20,370,1
2011-10-06,21,211,1
2011-10-06,21,399,1
2011-10-06,21,600,1
2011-10-06,21,6016,1
2011-10-06,22,178,1
2011-10-06,22,249,1
2011-10-06,22,259,1
2011-10-06,23,228,1
2011-10-06,23,235,1
2011-10-06,23,265,1
2011-10-06,23,267,1
2011-10-06,24,73,1
2011-10-06,24,84,1
2011-10-06,24,146,1
2011-10-06,24,189,1
2011-10-06,24,255,1
2011-10-06,26,295,1
2011-10-06,26,315,1
2011-10-06,27,238,1
2011-10-06,27,394,1
2011-10-06,28,68,1
2011-10-06,28,292,1
2011-10-06,28,298,1
2011-10-06,29,170,1
2011-10-06,30,525,1
2011-10-06,32,476,1
2011-10-06,35,133,1
2011-10-06,36,299,1
2011-10-06,41,78,1
2011-10-06,41,137,1
2011-10-06,41,392,1
2011-10-06,44,570,1
2011-10-06,45,156,1
2011-10-06,58,190,1
2011-10-06,58,1261,1
2011-10-06,59,862,1
2011-10-06,61,849,1
2011-10-06,69,102,1
2011-10-06,75,234,1
2011-10-06,104,311,1
2011-10-06,127,1326,1
2011-10-06,181,1043,1
2011-10-06,239,595,1
2011-10-06,253,558,1
2011-10-07,1,1,1
2011-10-07,1,2,2
2011-10-07,1,6,1
2011-10-07,1,12,1
2011-10-07,1,16,1
2011-10-07,1,60,1
2011-10-07,2,2,1
2011-10-07,3,6,1
2011-10-07,3,148,1
2011-10-07,3,300,1
2011-10-07,4,32,1
2011-10-07,4,224,1
2011-10-07,4,2304,1
2011-10-07,5,628,1
2011-10-07,6,59,1
2011-10-07,6,65,1
2011-10-07,6,84,1
2011-10-07,6,512,1
2011-10-07,6,964,1
2011-10-07,7,15,1
2011-10-07,7,36,1
2011-10-07,7,176,1
2011-10-07,8,180,1
2011-10-07,8,4176,1
2011-10-07,9,174,1
2011-10-07,9,324,1
2011-10-07,9,342,1
2011-10-07,10,56,1
2011-10-07,10,64,1
2011-10-07,10,122,1
2011-10-07,10,184,1
2011-10-07,10,211,1
2011-10-07,11,146,1
2011-10-07,12,204,1
2011-10-07,12,270,1
2011-10-07,14,96,1
2011-10-07,14,100,1
2011-10-07,15,147,1
2011-10-07,15,728,1
2011-10-07,15,1026,1
2011-10-07,16,97,1
2011-10-07,16,208,1
2011-10-07,16,275,1
2011-10-07,17,180,1
2011-10-07,21,225,1
2011-10-07,21,306,1
2011-10-07,21,343,1
2011-10-07,22,160,1
2011-10-07,23,141,1
2011-10-07,23,254,1
2011-10-07,23,1292,1
2011-10-07,24,346,1
2011-10-07,25,316,1
2011-10-07,27,145,1
2011-10-07,27,342,1
2011-10-07,28,160,1
2011-10-07,28,232,1
2011-10-07,29,345,1
2011-10-07,30,351,1
2011-10-07,31,140,1
2011-10-07,31,293,1
2011-10-07,32,336,1
2011-10-07,33,459,1
2011-10-07,33,1469,1
2011-10-07,34,92,1
2011-10-07,35,50,1
2011-10-07,39,353,1
2011-10-07,39,600,1
2011-10-07,39,617,1
2011-10-07,40,357,1
2011-10-07,41,250,1
2011-10-07,43,532,1
2011-10-07,47,101,1
2011-10-07,50,87,1
2011-10-07,51,448,1
2011-10-07,53,500,2
2011-10-07,53,852,1
2011-10-07,54,510,1
2011-10-07,61,95,1
2011-10-07,66,174,1
2011-10-07,69,496,1
2011-10-07,80,180,1
2011-10-07,80,500,1
2011-10-07,114,249,1
2011-10-07,318,776,1
2011-10-09,1,3,1
2011-10-09,3,22,1
2011-10-09,3,31,1
2011-10-09,7,10,1
2011-10-09,7,78,1
2011-10-09,8,127,1
2011-10-09,8,142,1
2011-10-09,10,17,1
2011-10-09,10,96,1
2011-10-09,12,130,1
2011-10-09,17,135,1
2011-10-09,17,141,1
2011-10-09,20,22,1
2011-10-09,20,49,1
2011-10-09,21,87,1
2011-10-09,26,108,1
2011-10-09,28,128,1
2011-10-09,29,50,1
2011-10-09,29,123,1
2011-10-09,29,203,1
2011-10-09,32,67,1
2011-10-09,32,1524,1
2011-10-09,34,94,1
2011-10-09,34,416,1
2011-10-09,36,129,1
2011-10-09,36,449,1
2011-10-09,37,356,1
2011-10-09,39,109,1
2011-10-09,41,106,1
2011-10-09,46,78,1
2011-10-09,50,780,1
2011-10-09,53,186,1
2011-10-09,55,386,1
2011-10-09,56,75,1
2011-10-09,59,175,1
2011-10-09,60,171,1
2011-10-09,84,286,1
2011-10-09,85,335,1
2011-10-09,87,132,1
2011-10-10,1,2,1
2011-10-10,1,5,1
2011-10-10,1,10,1
2011-10-10,1,12,2
2011-10-10,1,20,1
2011-10-10,1,24,1
2011-10-10,1,40,2
2011-10-10,1,100,1
2011-10-10,1,200,1
2011-10-10,2,2,1
2011-10-10,2,4,1
2011-10-10,2,24,1
2011-10-10,2,360,1
2011-10-10,3,18,1
2011-10-10,3,144,1
2011-10-10,3,192,1
2011-10-10,4,4,1
2011-10-10,4,5,1
2011-10-10,4,33,1
2011-10-10,4,60,1
2011-10-10,4,96,1
2011-10-10,4,388,1
2011-10-10,6,13,1
2011-10-10,6,62,1
2011-10-10,7,60,1
2011-10-10,7,94,1
2011-10-10,7,148,1
2011-10-10,8,205,1
2011-10-10,8,744,1
2011-10-10,8,2904,1
2011-10-10,9,61,1
2011-10-10,9,68,1
2011-10-10,9,198,1
2011-10-10,11,19,1
2011-10-10,11,34,1
2011-10-10,11,99,1
2011-10-10,11,105,1
2011-10-10,11,129,1
2011-10-10,11,172,1
2011-10-10,12,147,1
2011-10-10,12,233,1
2011-10-10,12,244,1
2011-10-10,13,72,1
2011-10-10,14,112,1
2011-10-10,15,158,1
2011-10-10,16,124,1
2011-10-10,16,194,1
2011-10-10,17,34,1
2011-10-10,17,363,1
2011-10-10,18,54,1
2011-10-10,18,130,1
2011-10-10,18,213,1
2011-10-10,19,144,1
2011-10-10,20,106,1
2011-10-10,20,218,1
2011-10-10,20,901,1
2011-10-10,21,336,1
2011-10-10,21,908,1
2011-10-10,22,182,1
2011-10-10,23,50,1
2011-10-10,23,320,1
2011-10-10,24,295,1
2011-10-10,24,326,1
2011-10-10,25,238,1
2011-10-10,26,198,1
2011-10-10,27,124,1
2011-10-10,29,123,1
2011-10-10,29,1263,1
2011-10-10,30,72,1
2011-10-10,31,45,1
2011-10-10,32,156,1
2011-10-10,34,133,1
2011-10-10,38,352,1
2011-10-10,42,371,1
2011-10-10,45,459,1
2011-10-10,50,466,1
2011-10-10,52,707,1
2011-10-10,53,500,1
2011-10-10,55,138,1
2011-10-10,56,168,1
2011-10-10,56,276,1
2011-10-10,56,451,1
2011-10-10,57,185,1
2011-10-10,65,850,1
2011-10-10,71,323,1
2011-10-10,73,243,1
2011-10-10,76,227,1
2011-10-10,76,262,1
2011-10-10,78,646,1
2011-10-10,83,158,1
2011-10-10,83,177,1
2011-10-10,99,152,1
2011-10-10,101,1228,1
2011-10-10,138,863,1
2011-10-10,153,419,1
2011-10-10,237,626,1
2011-10-10,352,778,1
2011-10-11,1,1,1
2011-10-11,1,4,1
2011-10-11,1,10,1
2011-10-11,1,36,1
2011-10-11,2,2,1
2011-10-11,3,24,1
2011-10-11,3,72,1
2011-10-11,3,91,1
2011-10-11,4,8,1
2011-10-11,4,60,1
2011-10-11,4,85,1
2011-10-11,4,116,1
2011-10-11,5,35,1
2011-10-11,5,44,1
2011-10-11,5,47,1
2011-10-11,5,60,1
2011-10-11,6,60,1
2011-10-11,6,100,1
2011-10-11,7,57,1
2011-10-11,7,127,1
2011-10-11,7,259,1
2011-10-11,7,1164,1
2011-10-11,8,123,1
2011-10-11,8,4176,1
2011-10-11,9,67,1
2011-10-11,9,116,1
2011-10-11,10,120,1
2011-10-11,11,135,1
2011-10-11,12,37,1
2011-10-11,12,65,1
2011-10-11,12,122,1
2011-10-11,12,138,1
2011-10-11,12,172,1
2011-10-11,12,438,1
2011-10-11,14,107,1
2011-10-11,14,115,1
2011-10-11,14,160,1
2011-10-11,15,263,1
2011-10-11,15,279,1
2011-10-11,16,153,1
2011-10-11,16,158,1
2011-10-11,17,54,1
2011-10-11,17,160,1
2011-10-11,17,344,1
2011-10-11,18,199,1
2011-10-11,19,132,1
2011-10-11,19,311,1
2011-10-11,20,234,1
2011-10-11,20,416,1
2011-10-11,21,1570,1
2011-10-11,22,185,1
2011-10-11,22,260,1
2011-10-11,22,278,1
2011-10-11,22,762,1
2011-10-11,23,260,1
2011-10-11,24,170,1
2011-10-11,24,538,1
2011-10-11,25,83,1
2011-10-11,25,232,1
2011-10-11,29,115,1
2011-10-11,29,252,1
2011-10-11,30,237,1
2011-10-11,31,276,1
2011-10-11,31,306,1
2011-10-11,33,388,1
2011-10-11,35,195,1
2011-10-11,37,447,1
2011-10-11,41,771,1
2011-10-11,42,422,1
2011-10-11,50,206,1
2011-10-11,54,551,1
2011-10-11,57,210,1
2011-10-11,58,183,1
2011-10-11,60,1704,1
2011-10-11,62,582,1
2011-10-11,68,486,1
2011-10-11,73,543,1
2011-10-11,90,889,1
2011-10-11,243,541,1
2011-10-11,259,2801,1
2011-10-11,292,756,1
2011-10-12,1,2,1
2011-10-12,1,6,1
2011-10-12,1,12,1
2011-10-12,1,40,2
2011-10-12,1,48,1
2011-10-12,1,72,1
2011-10-12,1,96,1
2011-10-12,2,72,1
2011-10-12,2,76,1
2011-10-12,2,80,1
2011-10-12,3,17,1
2011-10-12,3,44,1
2011-10-12,4,26,1
2011-10-12,4,48,1
2011-10-12,4,60,1
2011-10-12,4,64,1
2011-10-12,5,7,1
2011-10-12,5,13,1
2011-10-12,5,35,1
2011-10-12,5,100,1
2011-10-12,6,46,1
2011-10-12,6,57,1
2011-10-12,7,22,1
2011-10-12,7,50,1
2011-10-12,7,90,1
2011-10-12,8,68,1
2011-10-12,8,98,1
2011-10-12,9,67,1
2011-10-12,9,83,1
2011-10-12,9,108,2
2011-10-12,9,150,1
2011-10-12,10,109,1
2011-10-12,10,115,1
2011-10-12,10,140,1
2011-10-12,11,14,1
2011-10-12,11,75,1
2011-10-12,11,104,1
2011-10-12,12,121,1
2011-10-12,12,160,1
2011-10-12,12,162,1
2011-10-12,12,194,1
2011-10-12,12,230,1
2011-10-12,13,196,1
2011-10-12,14,93,1
2011-10-12,14,116,1
2011-10-12,14,140,1
2011-10-12,16,77,1
2011-10-12,17,159,1
2011-10-12,17,328,1
2011-10-12,18,38,1
2011-10-12,18,160,1
2011-10-12,19,129,1
2011-10-12,19,410,1
2011-10-12,20,335,1
2011-10-12,20,372,1
2011-10-12,21,97,1
2011-10-12,21,248,1
2011-10-12,21,258,1
2011-10-12,21,324,1
2011-10-12,22,168,1
2011-10-12,22,218,1
2011-10-12,23,203,1
2011-10-12,24,322,1
2011-10-12,28,189,1
2011-10-12,28,360,1
2011-10-12,29,276,1
2011-10-12,29,766,1
2011-10-12,32,391,1
2011-10-12,33,471,1
2011-10-12,34,189,1
2011-10-12,35,357,1
2011-10-12,37,1158,1
2011-10-12,38,171,1
2011-10-12,38,990,1
2011-10-12,39,406,1
2011-10-12,41,86,1
2011-10-12,41,403,1
2011-10-12,42,608,1
2011-10-12,45,418,1
2011-10-12,48,637,1
2011-10-12,49,510,1
2011-10-12,133,359,1
2011-10-12,261,501,1
2011-10-12,282,671,1
2011-10-13,1,1,1
2011-10-13,1,2,1
2011-10-13,1,4,3
2011-10-13,1,12,1
2011-10-13,1,24,1
2011-10-13,2,10,1
2011-10-13,3,3,1
2011-10-13,3,192,1
2011-10-13,4,60,1
2011-10-13,4,108,1
2011-10-13,4,542,1
2011-10-13,5,26,1
2011-10-13,5,27,1
2011-10-13,5,32,1
2011-10-13,5,34,1
2011-10-13,6,103,1
2011-10-13,6,120,1
2011-10-13,7,64,1
2011-10-13,9,48,1
2011-10-13,10,52,1
2011-10-13,10,120,1
2011-10-13,11,75,1
2011-10-13,11,122,1
2011-10-13,11,380,1
2011-10-13,12,67,1
2011-10-13,12,171,1
2011-10-13,13,276,1
2011-10-13,14,60,1
2011-10-13,14,77,1
2011-10-13,15,37,1
2011-10-13,15,68,1
2011-10-13,16,146,1
2011-10-13,18,92,1
2011-10-13,18,172,1
2011-10-13,18,178,1
2011-10-13,20,97,1
2011-10-13,20,147,1
2011-10-13,20,214,1
2011-10-13,20,247,1
2011-10-13,21,25,1
2011-10-13,21,181,1
2011-10-13,21,258,1
2011-10-13,22,1941,1
2011-10-13,23,230,1
2011-10-13,23,312,1
2011-10-13,26,171,1
2011-10-13,26,347,1
2011-10-13,27,62,1
2011-10-13,27,361,1
2011-10-13,29,303,1
2011-10-13,30,232,1
2011-10-13,30,318,1
2011-10-13,31,128,1
2011-10-13,31,268,1
2011-10-13,32,46,1
2011-10-13,32,52,1
2011-10-13,34,567,1
2011-10-13,36,128,1
2011-10-13,36,424,1
2011-10-13,36,746,1
2011-10-13,41,93,1
2011-10-13,50,1283,1
2011-10-13,53,508,1
2011-10-13,55,200,1
2011-10-13,57,351,1
2011-10-13,61,884,1
2011-10-13,78,878,1
2011-10-13,100,238,1
2011-10-13,105,657,1
2011-10-13,112,520,1
2011-10-13,131,502,1
2011-10-13,138,444,1
2011-10-13,151,391,1
2011-10-13,189,478,1
2011-10-14,1,1,1
2011-10-14,1,6,1
2011-10-14,1,8,1
2011-10-14,1,10,2
2011-10-14,1,12,2
2011-10-14,1,36,1
2011-10-14,1,54,1
2011-10-14,1,72,1
2011-10-14,1,300,1
2011-10-14,2,3,1
2011-10-14,2,48,2
2011-10-14,2,112,1
2011-10-14,3,31,1
2011-10-14,3,36,1
2011-10-14,4,46,1
2011-10-14,4,55,1
2011-10-14,6,38,1
2011-10-14,6,206,1
2011-10-14,7,98,1
2011-10-14,10,97,1
2011-10-14,11,326,1
2011-10-14,12,72,1
2011-10-14,12,226,1
2011-10-14,12,588,1
2011-10-14,14,31,1
2011-10-14,14,134,1
2011-10-14,14,264,1
2011-10-14,15,307,1
2011-10-14,15,1006,1
2011-10-14,16,198,1
2011-10-14,17,180,1
2011-10-14,17,1046,1
2011-10-14,18,132,1
2011-10-14,18,352,1
2011-10-14,19,173,1
2011-10-14,19,176,1
2011-10-14,20,240,2
2011-10-14,22,226,1
2011-10-14,24,112,1
2011-10-14,24,288,1
2011-10-14,25,291,1
2011-10-14,25,650,1
2011-10-14,26,690,1
2011-10-14,27,232,1
2011-10-14,27,333,1
2011-10-14,31,148,1
2011-10-14,31,154,1
2011-10-14,31,173,1
2011-10-14,31,226,1
2011-10-14,32,316,1
2011-10-14,32,599,1
2011-10-14,33,211,1
2011-10-14,34,326,1
2011-10-14,35,188,1
2011-10-14,37,444,1
2011-10-14,39,146,1
2011-10-14,39,882,1
2011-10-14,40,315,1
2011-10-14,50,114,1
2011-10-14,50,485,1
2011-10-14,50,680,1
2011-10-14,54,451,1
2011-10-14,57,114,1
2011-10-14,68,664,1
2011-10-14,74,584,1
2011-10-14,76,308,1
2011-10-14,87,457,1
2011-10-14,210,356,1
2011-10-16,1,1,1
2011-10-16,1,360,2
2011-10-16,8,69,2
2011-10-16,8,100,1
2011-10-16,10,35,1
2011-10-16,13,117,1
2011-10-16,15,98,1
2011-10-16,17,45,1
2011-10-16,17,101,1
2011-10-16,19,55,1
2011-10-16,26,253,1
2011-10-16,26,311,1
2011-10-16,29,101,1
2011-10-16,30,72,1
2011-10-16,31,133,1
2011-10-16,33,163,1
2011-10-16,34,282,1
2011-10-16,35,115,1
2011-10-16,35,177,1
2011-10-16,36,475,1
2011-10-16,37,108,1
2011-10-16,41,128,1
2011-10-16,47,146,1
2011-10-16,50,88,1
2011-10-16,50,157,1
2011-10-16,52,364,1
2011-10-16,63,125,1
2011-10-16,65,202,1
2011-10-16,74,1411,1
2011-10-16,79,233,1
2011-10-16,79,375,1
2011-10-16,80,316,1
2011-10-16,96,1624,1
2011-10-17,1,36,1
2011-10-17,1,288,1
2011-10-17,2,12,1
2011-10-17,2,38,1
2011-10-17,2,200,1
2011-10-17,2,246,1
2011-10-17,2,340,1
2011-10-17,3,7,1
2011-10-17,4,186,1
2011-10-17,5,46,1
2011-10-17,5,52,1
2011-10-17,5,62,1
2011-10-17,5,74,1
2011-10-17,5,85,1
2011-10-17,5,668,1
2011-10-17,6,70,1
2011-10-17,6,202,1
2011-10-17,6,1300,1
2011-10-17,7,33,1
2011-10-17,7,76,1
2011-10-17,7,84,1
2011-10-17,8,11,1
2011-10-17,8,21,1
2011-10-17,8,49,1
2011-10-17,9,103,1
2011-10-17,9,456,1
2011-10-17,10,69,1
2011-10-17,10,79,1
2011-10-17,11,41,1
2011-10-17,11,773,1
2011-10-17,12,182,1
2011-10-17,12,244,1
2011-10-17,13,13,1
2011-10-17,13,67,1
2011-10-17,13,222,1
2011-10-17,13,884,1
2011-10-17,14,160,1
2011-10-17,15,66,1
2011-10-17,16,400,1
2011-10-17,16,572,1
2011-10-17,17,280,1
2011-10-17,17,658,1
2011-10-17,18,203,1
2011-10-17,19,208,1
2011-10-17,19,486,1
2011-10-17,20,185,1
2011-10-17,21,197,1
2011-10-17,22,202,1
2011-10-17,22,377,1
2011-10-17,23,51,1
2011-10-17,23,311,1
2011-10-17,24,377,1
2011-10-17,25,365,1
2011-10-17,25,463,1
2011-10-17,26,227,1
2011-10-17,27,131,1
2011-10-17,27,467,1
2011-10-17,28,222,1
2011-10-17,28,272,1
2011-10-17,30,365,1
2011-10-17,30,5952,1
2011-10-17,31,616,1
2011-10-17,33,106,1
2011-10-17,35,73,1
2011-10-17,35,476,1
2011-10-17,35,532,1
2011-10-17,36,80,1
2011-10-17,38,223,1
2011-10-17,39,168,1
2011-10-17,40,268,1
2011-10-17,42,317,1
2011-10-17,43,207,1
2011-10-17,51,101,1
2011-10-17,53,87,1
2011-10-17,53,322,1
2011-10-17,55,200,1
2011-10-17,55,599,1
2011-10-17,65,593,1
2011-10-17,74,145,1
2011-10-17,85,239,1
2011-10-17,88,912,1
2011-10-17,89,250,1
2011-10-17,89,654,1
2011-10-17,98,1550,1
2011-10-17,133,366,1
2011-10-17,331,783,1
2011-10-17,363,994,1
2011-10-18,1,1,2
2011-10-18,1,4,1
2011-10-18,1,240,1
2011-10-18,1,400,1
2011-10-18,1,504,1
2011-10-18,2,7,1
2011-10-18,2,10,1
2011-10-18,2,40,1
2011-10-18,2,144,1
2011-10-18,2,420,1
2011-10-18,4,15,1
2011-10-18,4,46,1
2011-10-18,4,51,1
2011-10-18,5,188,1
2011-10-18,5,230,1
2011-10-18,6,117,1
2011-10-18,7,1172,1
2011-10-18,8,55,1
2011-10-18,8,152,1
2011-10-18,8,172,1
2011-10-18,8,560,1
2011-10-18,9,44,1
2011-10-18,9,82,1
2011-10-18,9,148,1
2011-10-18,10,106,1
2011-10-18,10,112,1
2011-10-18,10,116,1
2011-10-18,11,80,1
2011-10-18,11,160,1
2011-10-18,11,220,1
2011-10-18,11,300,1
2011-10-18,12,108,1
2011-10-18,12,184,1
2011-10-18,12,280,1
2011-10-18,14,154,1
2011-10-18,14,182,1
2011-10-18,14,369,1
2011-10-18,15,105,1
2011-10-18,15,128,1
2011-10-18,16,302,1
2011-10-18,16,440,1
2011-10-18,17,138,1
2011-10-18,17,159,1
2011-10-18,19,228,1
2011-10-18,20,170,1
2011-10-18,20,188,1
2011-10-18,20,237,1
2011-10-18,20,378,1
2011-10-18,21,279,1
2011-10-18,21,343,1
2011-10-18,21,1201,1
2011-10-18,23,342,1
2011-10-18,24,218,1
2011-10-18,26,359,1
2011-10-18,27,200,1
2011-10-18,27,236,1
2011-10-18,28,96,1
2011-10-18,28,269,1
2011-10-18,28,283,1
2011-10-18,29,792,1
2011-10-18,30,295,1
2011-10-18,35,142,1
2011-10-18,38,490,1
2011-10-18,39,289,1
2011-10-18,40,721,1
2011-10-18,43,165,1
2011-10-18,45,68,1
2011-10-18,45,244,1
2011-10-18,48,161,1
2011-10-18,52,228,1
2011-10-18,53,488,1
2011-10-18,55,632,1
2011-10-18,56,146,1
2011-10-18,61,451,1
2011-10-18,65,638,1
2011-10-18,65,846,1
2011-10-18,66,297,1
2011-10-18,91,128,1
2011-10-18,119,933,1
2011-10-18,125,221,1
2011-10-18,163,314,1
2011-10-18,202,5918,1
2011-10-18,263,560,1
2011-10-18,287,667,1
2011-10-19,1,1,3
2011-10-19,1,2,1
2011-10-19,1,3,1
2011-10-19,1,24,2
2011-10-19,2,2,2
2011-10-19,2,3,1
2011-10-19,2,5,1
2011-10-19,2,60,1
2011-10-19,2,68,1
2011-10-19,2,72,1
2011-10-19,2,360,1
2011-10-19,3,5,1
2011-10-19,3,74,1
2011-10-19,3,432,1
2011-10-19,4,236,1
2011-10-19,4,576,1
2011-10-19,5,7,1
2011-10-19,5,46,1
2011-10-19,5,128,1
2011-10-19,6,66,1
2011-10-19,6,68,1
2011-10-19,6,78,1
2011-10-19,6,269,1
2011-10-19,7,83,1
2011-10-19,7,115,1
2011-10-19,7,158,1
2011-10-19,8,91,1
2011-10-19,8,187,1
2011-10-19,8,290,1
2011-10-19,9,53,1
2011-10-19,9,82,1
2011-10-19,10,192,1
2011-10-19,11,314,1
2011-10-19,13,84,1
2011-10-19,13,146,1
2011-10-19,13,292,1
2011-10-19,13,408,1
2011-10-19,14,259,1
2011-10-19,14,307,1
2011-10-19,15,143,1
2011-10-19,15,176,1
2011-10-19,15,201,1
2011-10-19,16,170,1
2011-10-19,16,440,1
2011-10-19,16,566,1
2011-10-19,17,254,1
2011-10-19,18,134,1
2011-10-19,18,165,1
2011-10-19,19,132,1
2011-10-19,21,49,1
2011-10-19,21,404,1
2011-10-19,22,158,1
2011-10-19,23,153,1
2011-10-19,23,534,1
2011-10-19,24,240,1
2011-10-19,25,407,1
2011-10-19,27,546,1
