demand_key,basis,date,segment,orders,units,evidence
retained|2023-01-05|large_over_5,retained,2023-01-05,large_over_5,53,1911,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-05|small_1_5,deduplicated_sensitivity,2023-09-05,small_1_5,93,150,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-06|large_over_5,deduplicated_sensitivity,2023-09-06,large_over_5,40,581,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-06|small_1_5,deduplicated_sensitivity,2023-09-06,small_1_5,126,245,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-07|large_over_5,deduplicated_sensitivity,2023-09-07,large_over_5,39,650,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-07|small_1_5,deduplicated_sensitivity,2023-09-07,small_1_5,93,152,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-08|large_over_5,deduplicated_sensitivity,2023-09-08,large_over_5,15,263,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-08|small_1_5,deduplicated_sensitivity,2023-09-08,small_1_5,71,112,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-10|large_over_5,deduplicated_sensitivity,2023-09-10,large_over_5,1,490,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-12|large_over_5,deduplicated_sensitivity,2023-09-12,large_over_5,83,1800,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-12|small_1_5,deduplicated_sensitivity,2023-09-12,small_1_5,225,388,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-13|large_over_5,deduplicated_sensitivity,2023-09-13,large_over_5,48,1131,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-13|small_1_5,deduplicated_sensitivity,2023-09-13,small_1_5,127,272,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-17|large_over_5,deduplicated_sensitivity,2023-09-17,large_over_5,2,515,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-18|large_over_5,deduplicated_sensitivity,2023-09-18,large_over_5,1,32,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-19|large_over_5,deduplicated_sensitivity,2023-09-19,large_over_5,146,2716,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-19|small_1_5,deduplicated_sensitivity,2023-09-19,small_1_5,483,887,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-21|large_over_5,deduplicated_sensitivity,2023-09-21,large_over_5,101,2153,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-21|small_1_5,deduplicated_sensitivity,2023-09-21,small_1_5,335,632,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-25|large_over_5,deduplicated_sensitivity,2023-09-25,large_over_5,45,2067,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-25|small_1_5,deduplicated_sensitivity,2023-09-25,small_1_5,185,311,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-26|large_over_5,deduplicated_sensitivity,2023-09-26,large_over_5,3,94,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-26|small_1_5,deduplicated_sensitivity,2023-09-26,small_1_5,26,37,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-29|large_over_5,deduplicated_sensitivity,2023-09-29,large_over_5,2,62,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-09-29|small_1_5,deduplicated_sensitivity,2023-09-29,small_1_5,33,46,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-02|large_over_5,deduplicated_sensitivity,2023-10-02,large_over_5,195,4360,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-02|small_1_5,deduplicated_sensitivity,2023-10-02,small_1_5,488,987,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-03|large_over_5,deduplicated_sensitivity,2023-10-03,large_over_5,6,58,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-03|small_1_5,deduplicated_sensitivity,2023-10-03,small_1_5,65,78,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-04|large_over_5,deduplicated_sensitivity,2023-10-04,large_over_5,4,36,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-04|small_1_5,deduplicated_sensitivity,2023-10-04,small_1_5,16,24,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-05|large_over_5,deduplicated_sensitivity,2023-10-05,large_over_5,90,1990,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-05|small_1_5,deduplicated_sensitivity,2023-10-05,small_1_5,177,351,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-06|large_over_5,deduplicated_sensitivity,2023-10-06,large_over_5,45,1218,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-06|small_1_5,deduplicated_sensitivity,2023-10-06,small_1_5,142,233,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-10|small_1_5,deduplicated_sensitivity,2023-10-10,small_1_5,3,3,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-11|large_over_5,deduplicated_sensitivity,2023-10-11,large_over_5,10,261,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-11|small_1_5,deduplicated_sensitivity,2023-10-11,small_1_5,45,58,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-12|large_over_5,deduplicated_sensitivity,2023-10-12,large_over_5,66,1564,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-12|small_1_5,deduplicated_sensitivity,2023-10-12,small_1_5,187,374,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-13|large_over_5,deduplicated_sensitivity,2023-10-13,large_over_5,78,1286,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-13|small_1_5,deduplicated_sensitivity,2023-10-13,small_1_5,313,614,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-16|large_over_5,deduplicated_sensitivity,2023-10-16,large_over_5,40,1050,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-16|small_1_5,deduplicated_sensitivity,2023-10-16,small_1_5,153,223,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-17|large_over_5,deduplicated_sensitivity,2023-10-17,large_over_5,24,604,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-17|small_1_5,deduplicated_sensitivity,2023-10-17,small_1_5,60,116,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-18|large_over_5,deduplicated_sensitivity,2023-10-18,large_over_5,14,740,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-18|small_1_5,deduplicated_sensitivity,2023-10-18,small_1_5,40,75,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-19|large_over_5,deduplicated_sensitivity,2023-10-19,large_over_5,18,475,Observed source aggregation; duplicate interpretation varies
deduplicated_sensitivity|2023-10-19|small_1_5,deduplicated_sensitivity,2023-10-19,small_1_5,40,56,Observed source aggregation; duplicate interpretation varies
